raw_source_row_number,raw_source_sheet_name,parsed_school,parsed_level,parsed_nationality,parsed_applicant_citizenship,actual_target,predicted_probability_awarded,confidence_score,selected_threshold,approve_threshold,reject_threshold,fairness_risk_flag,fairness_risk_reason,recommended_action,action_reason,case_explanation
2365,Export,"Khaled Bin Al Walid, Beirut",Undergraduate,Lebanon,Lebanon Indonesia,1,0.8634394407272339,0.8634394407272339,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
608,Export,"Amjad School, Choueifat",Undergraduate,Lebanon,Lebanon,1,0.8269014954566956,0.8269014954566956,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2038,Export,"The National Evangelical Institute for Girls and Boys, Saida",Undergraduate,Lebanon,Lebanon,1,0.9475045204162598,0.9475045204162598,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1287,Export,"National Private School,Oman",Undergraduate,Lebanon,Lebanon,1,0.7523903250694275,0.7523903250694275,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1202,Export,"College des Saints Coeurs Sioufi, Achrafieh",Undergraduate,Lebanon,Lebanon,1,0.8254042863845825,0.8254042863845825,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2302,Export,"Antonine International School (AIS), Ajaltoun",Undergraduate,United States,United States Lebanon,0,0.7602509260177612,0.7602509260177612,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1647,Export,"Le Lycee National, Choueifat",Undergraduate,Lebanon,Lebanon,0,0.743354082107544,0.743354082107544,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1643,Export,"College Protestant Francais (CPF), Koraytem Beirut",Undergraduate,Lebanon,Lebanon,0,0.03215606510639191,0.9678439348936081,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1322,Export,"Saint Mary's Orthodox College (SMOC), Beirut",Undergraduate,Lebanon,Lebanon,1,0.9029136896133423,0.9029136896133423,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
893,Export,"College Protestant Francais (CPF), Koraytem Beirut",Undergraduate,Canada,Canada Egypt,1,0.9402456283569336,0.9402456283569336,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2293,Export,,Professional,Lebanon,Lebanon,0,0.3587842285633087,0.6412157714366913,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2790,Export,"Imam Jawad Secondary School, Ali El Nahri",Undergraduate,Lebanon,Lebanon,0,0.0653328225016594,0.9346671774983406,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1664,Export,"Official Secondary School, Choueifat",Undergraduate,Lebanon,Lebanon,1,0.9024470448493958,0.9024470448493958,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1716,Export,"Amjad School, Choueifat",Undergraduate,Lebanon,Lebanon,1,0.9222258925437927,0.9222258925437927,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2601,Export,"Eastwood College, Kfarshima",Undergraduate,Lebanon,Lebanon,1,0.9242861866950989,0.9242861866950989,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
73,Export,"Eastwood College, Kfarshima",Undergraduate,Australia,Australia Lebanon,0,0.1376255452632904,0.8623744547367096,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
138,Export,"Manar Modern School, Ras Al Maten",Undergraduate,Lebanon,Lebanon United States,1,0.8755789995193481,0.8755789995193481,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1013,Export,"College Notre Dame de Louaize (NDL), Zouk Mosbeh",Undergraduate,Lebanon,Lebanon,0,0.31448203325271606,0.6855179667472839,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
394,Export,,Graduate,Lebanon,Lebanon,1,0.9211018085479736,0.9211018085479736,0.105,0.8,0.05,True,parsed_level=Graduate,review,Manual review required because subgroup fairness safeguards were triggered.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2883,Export,"Lycee Franco Libanais, Nahr Ibrahim",Undergraduate,Lebanon,Lebanon,1,0.87752765417099,0.87752765417099,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1584,Export,"College Des Freres Mont la Salle (MLS), Ain Saade",Undergraduate,Lebanon,Lebanon,1,0.9088648557662964,0.9088648557662964,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1811,Export,"Al Iman School, Raml Al Zarif Beirut",Undergraduate,Lebanon,Lebanon,1,0.9232289791107178,0.9232289791107178,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1148,Export,Abdu Aziz International School,Undergraduate,Lebanon,Lebanon,0,0.07866660505533218,0.9213333949446678,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2582,Export,,Professional,Lebanon,Lebanon,0,0.0173473060131073,0.9826526939868927,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2654,Export,The International School of Choueifat - Koura,Undergraduate,Lebanon,Lebanon,0,0.01611110381782055,0.9838888961821795,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2805,Export,"West Hill College, Kabershmoun",Undergraduate,Lebanon,Lebanon,1,0.9339110851287842,0.9339110851287842,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1534,Export,,Undergraduate,Lebanon,Lebanon,0,0.831591010093689,0.831591010093689,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1243,Export,"Official Secondary School, Jeb Jennine",Undergraduate,Lebanon,Lebanon,1,0.9690547585487366,0.9690547585487366,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2134,Export,"Off.Sec.Sch,Shuwaifat",Undergraduate,Lebanon,Lebanon,1,0.9524236917495728,0.9524236917495728,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
3121,Export,"Le Lycee National, Choueifat",Undergraduate,Lebanon,Lebanon,1,0.9159997701644897,0.9159997701644897,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1175,Export,,Graduate,Lebanon,France,0,0.19651392102241516,0.8034860789775848,0.105,0.8,0.05,True,parsed_level=Graduate,review,Manual review required because subgroup fairness safeguards were triggered.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2002,Export,"Houssameddine Hariri High School, Saida",Undergraduate,Lebanon,Lebanon,1,0.9364341497421265,0.9364341497421265,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
350,Export,"Collège Notre Dame du Perpétuel Secours, Furn El Chebbak",Undergraduate,Iraq,Iraq,1,0.827749490737915,0.827749490737915,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2075,Export,The International School of Choueifat - Erbil,Undergraduate,Lebanon,Lebanon,0,0.0842222273349762,0.9157777726650238,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1751,Export,"College Protestant Francais (CPF), Koraytem Beirut",Undergraduate,Lebanon,Lebanon United States,1,0.4382040798664093,0.5617959201335907,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1401,Export,"Amjad School, Choueifat",Undergraduate,Lebanon,Lebanon,1,0.9092640280723572,0.9092640280723572,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1545,Export,"Al Ishrak Secondary School, Aley",Undergraduate,Lebanon,Lebanon,1,0.9668130874633789,0.9668130874633789,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1683,Export,"Melankon and Haig Arslanian College, Antelias",Undergraduate,Lebanon,Lebanon,1,0.9243355989456177,0.9243355989456177,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1397,Export,"Rafic Hariri High School (RHHS), Saida",Undergraduate,Lebanon,Lebanon,1,0.907020092010498,0.907020092010498,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1390,Export,"Manar Modern School, Ras Al Maten",Undergraduate,Lebanon,Lebanon,0,0.5963374376296997,0.5963374376296997,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2190,Export,,Undergraduate,Lebanon,Lebanon Brazil,0,0.7502698302268982,0.7502698302268982,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2835,Export,"Le Lycee National, Choueifat",Undergraduate,Lebanon,Lebanon,1,0.947481632232666,0.947481632232666,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2952,Export,"Mission Laique Francaise Lycee Franco Libanais, Habbouch",Undergraduate,Lebanon,Lebanon,0,0.1682882010936737,0.8317117989063263,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1120,Export,"Lycee National Schools Bekaata, Bakaata",Undergraduate,Lebanon,Lebanon,1,0.94232177734375,0.94232177734375,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
767,Export,"Antonine International School (AIS), Ajaltoun",Undergraduate,Lebanon,Lebanon,0,0.6264893412590027,0.6264893412590027,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
592,Export,,Undergraduate,Lebanon,Lebanon,1,0.7049360871315002,0.7049360871315002,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2209,Export,"Al Azm School, Tripoli",Undergraduate,Lebanon,Lebanon,0,0.2202102392911911,0.7797897607088089,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1687,Export,"International College (IC), Beirut",Undergraduate,Lebanon,Lebanon,1,0.8832932114601135,0.8832932114601135,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1259,Export,,Graduate,Lebanon,Lebanon,0,0.2751834988594055,0.7248165011405945,0.105,0.8,0.05,True,parsed_level=Graduate,review,Manual review required because subgroup fairness safeguards were triggered.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
776,Export,"Beirut Evangelical School for Boys and Girls (BESBG), Antelias",Undergraduate,Lebanon,Lebanon,1,0.9481331706047058,0.9481331706047058,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
981,Export,"College des Soeurs Antonines Roumieh, Roumieh",Undergraduate,Lebanon,Lebanon,1,0.9229124784469604,0.9229124784469604,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1479,Export,"College Mariste Champville, Antelias",Undergraduate,Lebanon,Lebanon Canada,0,0.1021980568766594,0.8978019431233406,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2385,Export,,Graduate,Lebanon,,1,0.7734365463256836,0.7734365463256836,0.105,0.8,0.05,True,parsed_level=Graduate,review,Manual review required because subgroup fairness safeguards were triggered.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2158,Export,,Graduate,Lebanon,Lebanon,1,0.923276960849762,0.923276960849762,0.105,0.8,0.05,True,parsed_level=Graduate,review,Manual review required because subgroup fairness safeguards were triggered.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1924,Export,"Doha HighSchool, Dawhet El Hoss",Undergraduate,Palestine,Palestine,0,0.9322493672370911,0.9322493672370911,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1921,Export,,,Lebanon,Lebanon,0,0.8813690543174744,0.8813690543174744,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2495,Export,"Beirut Babptist School (BBS), Mouseitbeh",Undergraduate,Lebanon,Lebanon,1,0.9673475623130798,0.9673475623130798,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2675,Export,,Undergraduate,Lebanon,Lebanon Canada,0,0.21130919456481934,0.7886908054351807,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2464,Export,,Graduate,Lebanon,Lebanon,0,0.7980524897575378,0.7980524897575378,0.105,0.8,0.05,True,parsed_level=Graduate,review,Manual review required because subgroup fairness safeguards were triggered.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1692,Export,"Imam Jawad Secondary School, Ali El Nahri",Undergraduate,Lebanon,Lebanon,1,0.918580949306488,0.918580949306488,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
21,Export,"College des Saints Coeurs Sioufi, Achrafieh",Undergraduate,Lebanon,Lebanon,1,0.6292377710342407,0.6292377710342407,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1956,Export,"Beit Jala Secondary School, Siblin",Undergraduate,Palestine,Palestine,1,0.9210821986198425,0.9210821986198425,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1607,Export,"Hariri School III, Tareek Al Jadeeda",Undergraduate,Lebanon,Lebanon,1,0.9381130933761597,0.9381130933761597,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
3110,Export,"Antonine International School (AIS), Ajaltoun",Undergraduate,Syria,Syria,1,0.9094419479370117,0.9094419479370117,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1376,Export,"Beirut Annuciation Orthodox College (BAC), Achrafieh",Undergraduate,Lebanon,Lebanon,0,0.5296361446380615,0.5296361446380615,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2295,Export,"Khaled Bin Al Walid, Beirut",Undergraduate,Lebanon,Lebanon,0,0.7509425282478333,0.7509425282478333,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2350,Export,"Sagesse Saint Jean Brasilia, Baabda",Undergraduate,Lebanon,Lebanon,1,0.8904643654823303,0.8904643654823303,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1905,Export,"Saint Joseph School Cornet Shehwan, Cornet Chahwan",Undergraduate,Lebanon,Lebanon,1,0.8481133580207825,0.8481133580207825,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1709,Export,,Graduate,Lebanon,Lebanon Lebanon,1,0.8471513390541077,0.8471513390541077,0.105,0.8,0.05,True,parsed_level=Graduate,review,Manual review required because subgroup fairness safeguards were triggered.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1491,Export,"Rafic Hariri High School (RHHS), Saida",Undergraduate,Lebanon,Lebanon,0,0.7368287444114685,0.7368287444114685,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1759,Export,Collège Saint Joseph Antoura,Undergraduate,Lebanon,Lebanon,0,0.06366457790136337,0.9363354220986366,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
460,Export,"College Des Filles De La Charite Dar Em Nour, Koura",Undergraduate,Lebanon,Lebanon,1,0.9194117784500122,0.9194117784500122,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2758,Export,"Al Mustafa High Schools, Nabatieh",Undergraduate,Lebanon,Lebanon,1,0.887472927570343,0.887472927570343,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2463,Export,"College Melkart, Louaize",Undergraduate,Lebanon,Lebanon,1,0.4481283724308014,0.5518716275691986,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
827,Export,,Undergraduate,Lebanon,Lebanon Canada,0,0.1540425568819046,0.8459574431180954,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
373,Export,"Saints Coeurs Ain Najm, Ain Saadeh",Undergraduate,Lebanon,Lebanon,0,0.06406156718730927,0.9359384328126907,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
155,Export,"Amjad School, Choueifat",Undergraduate,Lebanon,Lebanon,1,0.8634700179100037,0.8634700179100037,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
424,Export,"Ecole Des Peres Antonin, Baabda",Undergraduate,Lebanon,Lebanon,0,0.03087795339524746,0.9691220466047525,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1807,Export,College Des Saints Coeur Kfarhbab,Undergraduate,United States,United States Lebanon,1,0.8162749409675598,0.8162749409675598,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1558,Export,"Al Jarmak Secondary School UNRWA, Saadnayel",Undergraduate,Palestine,Palestine,1,0.8554267287254333,0.8554267287254333,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1463,Export,"Le Lycee National, Choueifat",Undergraduate,Lebanon,Lebanon,0,0.019337333738803864,0.9806626662611961,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2974,Export,,Undergraduate,Lebanon,Lebanon,1,0.8526959419250488,0.8526959419250488,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
