raw_source_row_number,raw_source_sheet_name,parsed_school,parsed_level,parsed_nationality,parsed_applicant_citizenship,actual_target,predicted_probability_awarded,confidence_score,selected_threshold,approve_threshold,reject_threshold,fairness_risk_flag,fairness_risk_reason,recommended_action,action_reason,case_explanation
16,Export,"Yeghishe Manoukian College, Maten",Undergraduate,Lebanon,Lebanon,1,0.8647168874740601,0.8647168874740601,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
955,Export,"Rafic Hariri High School (RHHS), Saida",Undergraduate,Lebanon,Lebanon,1,0.6567162275314331,0.6567162275314331,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
3101,Export,,Professional,Lebanon,Lebanon Sweden,0,0.1565815806388855,0.8434184193611145,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1116,Export,"Lycee Abdel Kader, Beirut",Undergraduate,Lebanon,Lebanon,1,0.7865849733352661,0.7865849733352661,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2406,Export,"College Notre Dame de Nazareth (NDN), Achrafieh",Undergraduate,Lebanon,Lebanon,1,0.7692915201187134,0.7692915201187134,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2850,Export,,Graduate,Lebanon,Lebanon,0,0.8621395826339722,0.8621395826339722,0.105,0.8,0.05,True,parsed_level=Graduate,review,Manual review required because subgroup fairness safeguards were triggered.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1496,Export,"Hariri School III, Tareek Al Jadeeda",Undergraduate,Lebanon,Lebanon,1,0.8982571363449097,0.8982571363449097,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
643,Export,"Saint Joseph School Cornet Shehwan, Cornet Chahwan",Undergraduate,Lebanon,Lebanon,0,0.13637803494930267,0.8636219650506973,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1378,Export,"Amqa Secondary School UNRWA, Tripoli",Undergraduate,Palestine,Palestine,1,0.9280926585197449,0.9280926585197449,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2081,Export,"Le Lycee National, Choueifat",Undergraduate,Lebanon,Lebanon,0,0.6728105545043945,0.6728105545043945,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2220,Export,,Graduate,Palestine,Palestine,1,0.9733870625495911,0.9733870625495911,0.105,0.8,0.05,True,parsed_level=Graduate,review,Manual review required because subgroup fairness safeguards were triggered.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
302,Export,"Greenfield College, Bir Hassan",Undergraduate,Lebanon,Lebanon,0,0.9220592975616455,0.9220592975616455,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1578,Export,,Graduate,Lebanon,Lebanon,1,0.9159941077232361,0.9159941077232361,0.105,0.8,0.05,True,parsed_level=Graduate,review,Manual review required because subgroup fairness safeguards were triggered.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1360,Export,"College Des Saints Coeur Kfarhbab, Kfarhbab Keserwan",Undergraduate,Canada,Canada,0,0.03136001527309418,0.9686399847269058,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1602,Export,"College Notre Dame de Nazareth (NDN), Achrafieh",Undergraduate,Lebanon,Lebanon,1,0.8548074960708618,0.8548074960708618,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2802,Export,"Deutsche Internationale Schule Beirut (DISB), Khaldah",Undergraduate,Lebanon,Lebanon,1,0.8942142724990845,0.8942142724990845,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2488,Export,"Lycee Abdel Kader, Beirut",Undergraduate,Lebanon,Lebanon,0,0.024631204083561897,0.9753687959164381,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
718,Export,"Makassed Secondary School, Barbir",Undergraduate,Lebanon,Lebanon Jordan,1,0.7444722056388855,0.7444722056388855,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1076,Export,"Al Najah School Bayssour, Baissour",Undergraduate,Lebanon,Lebanon Canada,1,0.7993268966674805,0.7993268966674805,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1989,Export,SABIS International School - Adma,Undergraduate,United States,Lebanon,0,0.9173417687416077,0.9173417687416077,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1598,Export,Al Arz Educational Compound,Undergraduate,Lebanon,Lebanon,1,0.8944318294525146,0.8944318294525146,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2592,Export,Universal College - Aley,Undergraduate,Lebanon,Lebanon,1,0.9015237092971802,0.9015237092971802,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2588,Export,"Hariri School III, Tareek Al Jadeeda",Undergraduate,Lebanon,Lebanon,1,0.8934890031814575,0.8934890031814575,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
129,Export,,Graduate,Lebanon,Lebanon,1,0.9490476846694946,0.9490476846694946,0.105,0.8,0.05,True,parsed_level=Graduate,review,Manual review required because subgroup fairness safeguards were triggered.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2518,Export,"Lycée Franco Libanais, Verdun",Undergraduate,Lebanon,Lebanon,1,0.7724349498748779,0.7724349498748779,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
78,Export,"Der Yassin Coeducational Secondary School UNRWA, Tyre",Undergraduate,Lebanon,Lebanon,1,0.9528748393058777,0.9528748393058777,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2227,Export,,Professional,Lebanon,Lebanon,1,0.951125979423523,0.951125979423523,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
198,Export,"Lycee National Schools Bekaata, Bakaata",Undergraduate,Lebanon,Lebanon Brazil,1,0.9045103192329407,0.9045103192329407,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
3086,Export,"College Notre Dame de Nazareth (NDN), Achrafieh",Undergraduate,Lebanon,Lebanon,1,0.9155688881874084,0.9155688881874084,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
787,Export,"Official Secondary School Baissour, Baissour",Undergraduate,Lebanon,Lebanon,1,0.7841342091560364,0.7841342091560364,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1571,Export,"Saints Coeurs Ain Najm, Ain Saadeh",Undergraduate,Lebanon,Lebanon,1,0.8396754264831543,0.8396754264831543,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1122,Export,The International School of Choueifat - Koura,Undergraduate,Lebanon,Lebanon,1,0.5447419285774231,0.5447419285774231,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
410,Export,,Undergraduate,Lebanon,Lebanon,0,0.13622967898845673,0.8637703210115433,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
290,Export,"The Martyr Hasan Kassir Secondary School, Bir Hassan",Undergraduate,Lebanon,Lebanon,1,0.8210005760192871,0.8210005760192871,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2598,Export,,Undergraduate,Lebanon,Lebanon Belgium,0,0.6988535523414612,0.6988535523414612,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2278,Export,"Ahliah School, Wadi Abou Jamil",Undergraduate,Lebanon,Lebanon,0,0.22467318177223206,0.7753268182277679,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
260,Export,,Professional,Lebanon,Lebanon,0,0.013098450377583504,0.9869015496224165,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
26,Export,"Sagesse High School, Ain Saade",Undergraduate,Lebanon,Lebanon,1,0.857622504234314,0.857622504234314,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1393,Export,,Graduate,Lebanon,Lebanon,1,0.9193931221961975,0.9193931221961975,0.105,0.8,0.05,True,parsed_level=Graduate,review,Manual review required because subgroup fairness safeguards were triggered.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1168,Export,Antonine Sisters School - Mar Elias Ghazir,Undergraduate,Lebanon,Lebanon,1,0.8989579081535339,0.8989579081535339,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1967,Export,,Undergraduate,Lebanon,Lebanon,1,0.6487624049186707,0.6487624049186707,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1592,Export,,Graduate,Palestine,Palestine,1,0.9322383403778076,0.9322383403778076,0.105,0.8,0.05,True,parsed_level=Graduate,review,Manual review required because subgroup fairness safeguards were triggered.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
320,Export,"Ecole Saint Joseph des Pere Capucins, Batroun",Undergraduate,Lebanon,Lebanon,1,0.9105718731880188,0.9105718731880188,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
3094,Export,"Le Lycee National, Choueifat",Undergraduate,Lebanon,Lebanon,1,0.7070289254188538,0.7070289254188538,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1435,Export,,Professional,Lebanon,,1,0.9429020285606384,0.9429020285606384,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2048,Export,"Wellspring Learning Community School, Ain El Remmaneh",Undergraduate,Lebanon,Lebanon Finland,0,0.026352250948548317,0.9736477490514517,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2493,Export,"Deutsche Internationale Schule Beirut (DISB), Khaldah",Undergraduate,Canada,Canada Lebanon,0,0.027170296758413315,0.9728297032415867,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2561,Export,"Saint Mary's Orthodox College (SMOC), Beirut",Undergraduate,Lebanon,Lebanon,0,0.22538669407367706,0.7746133059263229,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2764,Export,"Greenfield College, Bir Hassan",Undergraduate,Lebanon,Lebanon Russia,0,0.06956226378679276,0.9304377362132072,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2169,Export,"College Des Saints Coeur Kfarhbab, Kfarhbab Keserwan",Undergraduate,Lebanon,Lebanon,1,0.5285220742225647,0.5285220742225647,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2778,Export,Al-Hayat International School,Undergraduate,Palestine,Palestine United States,0,0.1387559175491333,0.8612440824508667,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1161,Export,"Al Iman School, Raml Al Zarif Beirut",Undergraduate,Lebanon,Lebanon,1,0.7518693804740906,0.7518693804740906,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
243,Export,,Graduate,Palestine,Palestine,1,0.973183810710907,0.973183810710907,0.105,0.8,0.05,True,parsed_level=Graduate,review,Manual review required because subgroup fairness safeguards were triggered.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1691,Export,,Undergraduate,Palestine,Palestine,1,0.8318337202072144,0.8318337202072144,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2863,Export,Antonine Sisters School - Mar Elias Ghazir,Undergraduate,Lebanon,Lebanon,0,0.10681816190481186,0.8931818380951881,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
3033,Export,Jubilee school,Undergraduate,Jordan,Jordan,1,0.20260126888751984,0.7973987311124802,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1266,Export,The International School of Choueifat - Choueifat,Undergraduate,Lebanon,Lebanon United States,1,0.7742711901664734,0.7742711901664734,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
3031,Export,"Beirut Annuciation Orthodox College (BAC), Achrafieh",Undergraduate,Lebanon,Lebanon,1,0.8614163994789124,0.8614163994789124,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2636,Export,"College Notre Dame de Jamhour, Baabda",Undergraduate,Lebanon,Lebanon,1,0.93505859375,0.93505859375,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1440,Export,"College Louise Wegmann, Beruit",Undergraduate,Lebanon,Lebanon Brazil,1,0.8973709344863892,0.8973709344863892,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
3060,Export,"Ras Beirut International School, Ghobeiry",Undergraduate,Lebanon,Lebanon,0,0.6744030714035034,0.6744030714035034,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
841,Export,"College Notre Dame de Jamhour, Baabda",Undergraduate,Lebanon,Lebanon,0,0.008391695097088814,0.9916083049029112,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1117,Export,The International School of Choueifat - Dubai,Undergraduate,Lebanon,Lebanon,0,0.05040276050567627,0.9495972394943237,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2023,Export,,Undergraduate,Canada,Canada Lebanon,0,0.7396933436393738,0.7396933436393738,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1181,Export,"Lycée Franco Libanais, Verdun",Undergraduate,United States,United States Lebanon,0,0.32456156611442566,0.6754384338855743,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
971,Export,"The Martyr Hasan Kassir Secondary School, Bir Hassan",Undergraduate,Lebanon,Lebanon,1,0.9639432430267334,0.9639432430267334,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
588,Export,,Professional,Lebanon,,0,0.7403385043144226,0.7403385043144226,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2211,Export,"College Notre Dame de Jamhour, Baabda",Undergraduate,Lebanon,Lebanon,0,0.023613357916474342,0.9763866420835257,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
529,Export,,Undergraduate,Lebanon,Lebanon,1,0.6924374103546143,0.6924374103546143,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2724,Export,,Undergraduate,Lebanon,Lebanon,1,0.9284242391586304,0.9284242391586304,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2619,Export,"Ras Beirut International School, Ghobeiry",Undergraduate,Lebanon,Lebanon,0,0.9555479288101196,0.9555479288101196,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1783,Export,"Le Lycee National, Choueifat",Undergraduate,Lebanon,Lebanon,0,0.057342734187841415,0.9426572658121586,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1356,Export,"College Des Freres Mont la Salle (MLS), Ain Saade",Undergraduate,Lebanon,Lebanon,0,0.07311783730983734,0.9268821626901627,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1153,Export,"Antonine International School (AIS), Ajaltoun",Undergraduate,Lebanon,Lebanon Greece,0,0.009388478472828865,0.9906115215271711,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1858,Export,"Ecole des Filles de la Charite, Clemeceau",Undergraduate,United States,United States Lebanon,1,0.9716415405273438,0.9716415405273438,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2845,Export,"Le College Mariste Notre Dame de Lourdes, Amchit",Undergraduate,Lebanon,Lebanon,0,0.5336433053016663,0.5336433053016663,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2414,Export,,Professional,Lebanon,,1,0.9319978356361389,0.9319978356361389,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
576,Export,"Sagesse High School, Ain Saade",Undergraduate,Lebanon,Lebanon,1,0.8281862139701843,0.8281862139701843,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1675,Export,"Der Yassin Coeducational Secondary School UNRWA, Tyre",Undergraduate,Palestine,Palestine,1,0.8770875334739685,0.8770875334739685,0.105,0.8,0.05,False,,approve,High-confidence approve recommendation under the calibrated probability policy.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2268,Export,"SABIS International School - Yas Island, Abu Dhabi",Undergraduate,Lebanon,Lebanon,0,0.061822082847356796,0.9381779171526432,0.105,0.8,0.05,False,,review,Manual review required because the case is too close to the policy threshold.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2492,Export,,Undergraduate,Lebanon,Lebanon Mexico,0,0.5508783459663391,0.5508783459663391,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
2310,Export,"College Mariste Champville, Antelias",Undergraduate,Lebanon,Lebanon United States,1,0.7471818327903748,0.7471818327903748,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
1959,Export,"Sagesse High School, Ain Saade",Undergraduate,Lebanon,Lebanon,1,0.797300398349762,0.797300398349762,0.105,0.8,0.05,False,,review,Manual review required because model confidence is not high enough for auto-routing.,Model-native approximation using global importance fallback: parsed_father_gross_income (0.042); parsed_father_income_document (0.039); parsed_father_annual_income_from_work_status (0.030)
